ts_code,official_name,title,std_title,category,city,salary,salary_k,degree,degree_level,experience,exp_level,low_barrier,senior_barrier,n_ai,has_ai,ai_skills,n_digital,has_digital,hard_skills_digital,n_human,has_human,soft_skills_human,n_repeat,has_repeat,repeat_hits,n_creative,has_creative,creative_hits,n_rule,has_rule,rule_hits
601901.SH,方正证券股份有限公司,客户经理,客户经理,客户营销与销售,黔南布依族苗族自治州,4-5K,4.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,1,1,汇报,1,1,记录,1,1,研究,1,1,合规
601901.SH,方正证券股份有限公司,投资顾问,投资顾问,财富管理与投资顾问,襄阳,5-10K,7.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,1,1,客户维护,0,0,,0,0,,0,0,
601901.SH,方正证券股份有限公司,机构业务岗,机构业务,客户营销与销售,北京,13-15K,14.0,本科,3,经验不限,1.0,1,0,0,0,,0,0,,4,1,沟通|协调|决策|判断,2,1,统计|记录,1,1,判断,1,1,规定
601901.SH,方正证券股份有限公司,金融客户经理,金融客户经理,客户营销与销售,衢州,8-13K,10.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
601901.SH,方正证券股份有限公司,私人财富顾问岗（PWA）,财富经理,财富管理与投资顾问,怀化,8-9K,8.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,2,1,制度|合规
601901.SH,方正证券股份有限公司,证券财富顾问,财富经理,财富管理与投资顾问,潍坊,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,1,1,拓展,0,0,,0,0,,0,0,
601901.SH,方正证券股份有限公司,私人财富顾问岗（诚聘）,财富经理,财富管理与投资顾问,昆明,8-13K,10.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,3,1,客户关系|培训|拓展,0,0,,0,0,,0,0,
601901.SH,方正证券股份有限公司,PWA(私人财富顾问),pwa,财富管理与投资顾问,常德,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,1,1,拓展,0,0,,0,0,,0,0,
601901.SH,方正证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,杭州,6-11K,8.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,2,1,团队管理|汇报,0,0,,0,0,,0,0,
601901.SH,方正证券股份有限公司,金融产品岗,金融产品,其他运营支持,吉安,6-11K,8.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,1,1,培训,1,1,记录,0,0,,4,1,合规|政策|规定|监管
601901.SH,方正证券股份有限公司,理财经纪人,理财经纪人,客户营销与销售,合肥,10-11K,10.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
601901.SH,方正证券股份有限公司,私人财富经理,私人财富经理,财富管理与投资顾问,杭州,20-40K,30.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,5,1,沟通|客户关系|拓展|服务意识|关系维护,0,0,,0,0,,2,1,规范|合规
601901.SH,方正证券股份有限公司,机构业务岗,机构业务,客户营销与销售,台州,10-11K,10.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,5,1,沟通|谈判|商务|拓展|人脉,1,1,定期,1,1,谈判,1,1,流程
601901.SH,方正证券股份有限公司,理财经理,理财经理,财富管理与投资顾问,鞍山,3-8K,5.5,本科,3,在校/应届,1.0,1,0,0,0,,0,0,,3,1,沟通|表达|服务意识,1,1,记录,0,0,,2,1,合规|规定
601901.SH,方正证券股份有限公司,投资顾问,投资顾问,财富管理与投资顾问,烟台,4-6K,5.0,大专,2,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
601901.SH,方正证券股份有限公司,理财经理、投资顾问、财富与机构业务岗,理财经理,财富管理与投资顾问,东莞,5-10K,7.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
601901.SH,方正证券股份有限公司,证券员工型经纪人,证券员工型经纪人,客户营销与销售,武汉,4-6K,5.0,本科,3,在校/应届,1.0,1,0,0,0,,0,0,,3,1,沟通|团队管理|责任心,1,1,日常,0,0,,2,1,规范|合规
601901.SH,方正证券股份有限公司,理财经理,理财经理,财富管理与投资顾问,长沙,5-10K,7.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,3,1,沟通|培训|汇报,0,0,,1,1,研究,1,1,合规
601901.SH,方正证券股份有限公司,理财经理,理财经理,财富管理与投资顾问,衡阳,4-9K,6.5,本科,3,1年以内,1.0,1,0,0,0,,0,0,,3,1,沟通|客户关系|服务意识,2,1,定期|跟进,1,1,个性化,0,0,
601901.SH,方正证券股份有限公司,证券投资顾问,投资顾问,财富管理与投资顾问,绍兴,15-30K,22.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,3,1,沟通|协调|责任心,1,1,记录,0,0,,1,1,规定
601901.SH,方正证券股份有限公司,保险配置专家,保险配置专家,财富管理与投资顾问,长沙,12-18K,15.0,硕士,4,经验不限,1.0,1,1,0,0,,0,0,,4,1,沟通|协调|服务意识|责任心,7,1,核对|日常|定期|统计|汇总|提交|跟进,1,1,个性化,2,1,流程|合规
601939.SH,中国建设银行股份有限公司,建设银行信贷经理,建设银行信贷经理,信贷与授信审批,沈阳,8-13K,10.5,本科,3,1-3年,2.0,0,0,0,0,,1,1,数据分析,3,1,沟通|表达|培训,2,1,台账|登记,0,0,,2,1,制度|标准
601939.SH,中国建设银行股份有限公司,柜面服务岗,柜面服务,其他运营支持,临沂,面议,,本科,3,在校/应届,1.0,1,0,0,0,,0,0,,1,1,沟通,0,0,,0,0,,0,0,
601939.SH,中国建设银行股份有限公司,建行客户经理【早九晚六周末双休】非中介,建行客户经理非中介,客户营销与销售,沈阳,5-10K,7.5,本科,3,1-3年,2.0,0,0,0,0,,1,1,数据分析,7,1,沟通|表达|客户关系|培训|拓展|服务意识|关系维护,2,1,台账|登记,0,0,,2,1,制度|标准
603093.SH,南华期货股份有限公司,财富顾问,财富经理,财富管理与投资顾问,兰州,6-10K,8.0,本科,3,5-10年,4.0,0,1,0,0,,0,0,,6,1,沟通|协调|人际|拓展|服务意识|推动,0,0,,0,0,,0,0,
603093.SH,南华期货股份有限公司,基金理财师,基金理财师,财富管理与投资顾问,温州,6-10K,8.0,本科,3,1-3年,2.0,0,0,0,0,,0,0,,11,1,沟通|表达|谈判|培训|商务|拓展|人脉|情商|抗压|关系维护|推动,1,1,记录,2,1,谈判|个性化,5,1,流程|合规|法规|规定|监管
603093.SH,南华期货股份有限公司,理财师（嘉兴),理财师,财富管理与投资顾问,嘉兴,6-10K,8.0,本科,3,经验不限,1.0,1,0,0,0,,0,0,,4,1,沟通|拓展|责任心|解决问题,2,1,定期|跟进,1,1,定制化,1,1,法规
603093.SH,南华期货股份有限公司,营业部副总经理,营业部副总经理,客户营销与销售,温州,15-20K,17.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,4,1,商务|拓展|资源整合|战略,2,1,定期|记录,1,1,危机,0,0,
603093.SH,南华期货股份有限公司,财富客户经理,财富客户经理,财富管理与投资顾问,厦门,10-15K,12.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,3,1,沟通|拓展|推动,1,1,日常,0,0,,0,0,
603093.SH,南华期货股份有限公司,产业客户经理,产业客户经理,客户营销与销售,上海,8-10K,9.0,本科,3,经验不限,1.0,1,0,0,0,,0,0,,3,1,沟通|客户维护|拓展,1,1,日常,0,0,,0,0,
603093.SH,南华期货股份有限公司,理财顾问,理财经理,财富管理与投资顾问,汕头,5-10K,7.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,2,1,沟通|关系维护,1,1,日常,0,0,,1,1,政策
603093.SH,南华期货股份有限公司,机构业务市场岗（南华基金 北京）,机构业务市场,客户营销与销售,北京,15-20K,17.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,2,1,沟通|客户维护,0,0,,0,0,,0,0,
603093.SH,南华期货股份有限公司,市场经理,市场经理,客户营销与销售,哈尔滨,5-10K·13薪,8.125,本科,3,经验不限,1.0,1,0,0,0,,0,0,,4,1,沟通|决策|责任心|应变,2,1,台账|定期,0,0,,0,0,
603093.SH,南华期货股份有限公司,财富顾问,财富经理,财富管理与投资顾问,嘉兴,6-9K,7.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,6,1,沟通|协调|人际|拓展|服务意识|推动,0,0,,0,0,,0,0,
603093.SH,南华期货股份有限公司,综合岗（温州） J10112,综合,其他运营支持,温州,5-7K,6.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,3,1,沟通|协调|统筹,2,1,整理|上报,0,0,,2,1,流程|合规
603093.SH,南华期货股份有限公司,结算(J10061),结算,财务会计核算,杭州,7-10K,8.5,本科,3,经验不限,1.0,1,0,0,0,,5,1,python|excel|数据分析|统计分析|报表,4,1,沟通|领导|判断|抗压,4,1,报表|对账|统计|结算,1,1,判断,2,1,标准|法规
603093.SH,南华期货股份有限公司,产业业务经理,产业业务经理,客户营销与销售,厦门,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,1,1,数据库,5,1,沟通|协调|抗压|创新|战略,0,0,,2,1,创新|定制化,0,0,
603093.SH,南华期货股份有限公司,人力资源及行政管理实习生（南华基金）,人力资源及行政管理实习生,其他运营支持,杭州,80-100元/天,1.9575,硕士,4,,2.0,0,1,0,0,,5,1,python|excel|vba|报表|自动化,7,1,沟通|表达|领导|协调|决策|培训|责任心,10,1,核对|归档|整理|台账|报表|定期|统计|打印|登记|更新,1,1,研究,2,1,制度|流程
603093.SH,南华期货股份有限公司,市场总监,市场总监,其他运营支持,上海,15-20K,17.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,8,1,沟通|领导|协调|客户关系|团队管理|培训|拓展|战略,0,0,,1,1,调研,1,1,流程
603093.SH,南华期货股份有限公司,机构业务经理,机构业务经理,客户营销与销售,汕头,8-13K,10.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,6,1,沟通|协调|商务|拓展|服务意识|责任心,1,1,统计,1,1,研究,0,0,
603093.SH,南华期货股份有限公司,基金理财师,基金理财师,财富管理与投资顾问,厦门,6-10K,8.0,本科,3,1-3年,2.0,0,0,0,0,,0,0,,11,1,沟通|表达|谈判|培训|商务|拓展|人脉|情商|抗压|关系维护|推动,1,1,记录,2,1,谈判|个性化,5,1,流程|合规|法规|规定|监管
603093.SH,南华期货股份有限公司,客户经理(可全国分配),客户经理,客户营销与销售,杭州,7-12K,9.5,本科,3,1-3年,2.0,0,0,0,0,,1,1,数据分析,7,1,沟通|协调|客户关系|汇报|服务意识|抗压|关系维护,3,1,整理|定期|提交,0,0,,2,1,政策|法规
603093.SH,南华期货股份有限公司,机构客户经理,机构客户经理,客户营销与销售,厦门,10-15K,12.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,9,1,沟通|领导|协调|客户关系|路演|拓展|抗压|跨部门|关系维护,1,1,跟进,0,0,,3,1,流程|政策|法规
603093.SH,南华期货股份有限公司,浙江分公司总经理助理,浙江分公司总经理助理,客户营销与销售,杭州,10-15K,12.5,本科,3,5-10年,4.0,0,1,0,0,,0,0,,5,1,沟通|协调|客户维护|商务|应变,0,0,,0,0,,0,0,
603093.SH,南华期货股份有限公司,机构业务总监,机构业务总监,客户营销与销售,上海,8-12K,10.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,3,1,沟通|判断|拓展,2,1,日常|定期,1,1,判断,0,0,
603093.SH,南华期货股份有限公司,理财师（嘉兴）(J10115),理财师,财富管理与投资顾问,嘉兴,6-10K,8.0,本科,3,1-3年,2.0,0,0,0,0,,0,0,,11,1,沟通|表达|谈判|培训|商务|拓展|人脉|情商|抗压|关系维护|推动,1,1,记录,2,1,谈判|个性化,5,1,流程|合规|法规|规定|监管
603093.SH,南华期货股份有限公司,投资分析J10070,投资分析,财富管理与投资顾问,杭州,7-12K,9.5,本科,3,1-3年,2.0,0,0,0,0,,2,1,python|vba,3,1,沟通|领导|抗压,1,1,统计,1,1,研究,0,0,
603093.SH,南华期货股份有限公司,机构业务市场岗（南华基金）,机构业务市场,客户营销与销售,杭州,15-20K,17.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,2,1,沟通|客户维护,0,0,,0,0,,0,0,
603093.SH,南华期货股份有限公司,能化事业部经理助理,能化事业部经理助理,其他运营支持,上海,6-9K,7.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,2,1,沟通|领导,0,0,,0,0,,0,0,
603093.SH,南华期货股份有限公司,基金理财师,基金理财师,财富管理与投资顾问,杭州,6-10K,8.0,本科,3,1-3年,2.0,0,0,0,0,,0,0,,11,1,沟通|表达|谈判|培训|商务|拓展|人脉|情商|抗压|关系维护|推动,1,1,记录,2,1,谈判|个性化,5,1,流程|合规|法规|规定|监管
603093.SH,南华期货股份有限公司,投资/理财顾问,投资/理财顾问,财富管理与投资顾问,杭州,10-15K,12.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,4,1,沟通|拓展|责任心|解决问题,2,1,定期|跟进,1,1,定制化,1,1,法规
603093.SH,南华期货股份有限公司,渠道销售岗（南华基金）,渠道销售,客户营销与销售,上海,10-15K,12.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,6,1,沟通|演讲|培训|责任心|抗压|推动,1,1,定期,0,0,,1,1,法规
603093.SH,南华期货股份有限公司,基金事业部实习生,基金事业部实习生,其他运营支持,上海,80-120元/天,2.175,本科,3,,2.0,0,0,0,0,,2,1,excel|数据库,4,1,沟通|领导|路演|抗压,4,1,录入|定期|统计|更新,2,1,研究|调研,0,0,
603093.SH,南华期货股份有限公司,基金理财师,基金理财师,财富管理与投资顾问,成都,6-10K,8.0,本科,3,1-3年,2.0,0,0,0,0,,0,0,,11,1,沟通|表达|谈判|培训|商务|拓展|人脉|情商|抗压|关系维护|推动,1,1,记录,2,1,谈判|个性化,5,1,流程|合规|法规|规定|监管
603093.SH,南华期货股份有限公司,基金产品研究员(J10069),基金产品研究员,投资研究与投行,杭州,9-14K,11.5,硕士,4,经验不限,1.0,1,1,0,0,,1,1,数据分析,0,0,,2,1,定期|统计,1,1,研究,0,0,
603093.SH,南华期货股份有限公司,互联网金融高级商务经理 南华基金职级可谈,互联网金融高级商务经理南华基金职级可谈,其他运营支持,杭州,15-20K,17.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,7,1,沟通|谈判|统筹|商务|拓展|抗压|战略,2,1,定期|记录,1,1,谈判,1,1,合规
603093.SH,南华期货股份有限公司,产业业务经理（广州）,产业业务经理,客户营销与销售,广州,7-12K,9.5,本科,3,1-3年,2.0,0,0,0,0,,1,1,数据库,5,1,沟通|协调|抗压|创新|战略,0,0,,2,1,创新|定制化,1,1,合规
603093.SH,南华期货股份有限公司,电子商务部运营经理（南华基金）,电子商务部运营经理,其他运营支持,杭州,15-20K,17.5,本科,3,3-5年,3.0,0,0,0,0,,1,1,数据分析,6,1,沟通|领导|协调|商务|抗压|推动,2,1,日常|定期,0,0,,1,1,合规
603093.SH,南华期货股份有限公司,课题研究员 J10113,课题研究员,投资研究与投行,杭州,8-12K,10.0,硕士,4,经验不限,1.0,1,1,0,0,,3,1,python|数据库|stata,1,1,跨部门,1,1,统计,3,1,研究|课题|调研,2,1,标准|政策
603093.SH,南华期货股份有限公司,周期研究员（有色或化工方向）,周期研究员,投资研究与投行,上海,10-15K,12.5,硕士,4,3-5年,3.0,0,1,0,0,,1,1,数据分析,4,1,沟通|协调|决策|责任心,1,1,日常,3,1,研究|课题|调研,2,1,政策|依据
603093.SH,南华期货股份有限公司,机构业务经理,机构业务经理,客户营销与销售,杭州,15-25K,20.0,本科,3,1-3年,2.0,0,0,0,0,,0,0,,5,1,沟通|协调|拓展|服务意识|责任心,1,1,统计,1,1,研究,0,0,
603093.SH,南华期货股份有限公司,监察稽核部总经理助理（南华基金）,监察稽核部总经理助理,合规审计与法务,杭州,16-20K,18.0,本科,3,5-10年,4.0,0,1,0,0,,0,0,,7,1,沟通|协调|统筹|培训|抗压|跨部门|推动,1,1,跟进,0,0,,7,1,制度|流程|合规|政策|法规|监管|内控
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,唐山,10-15K,12.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,7,1,沟通|表达|客户关系|培训|拓展|责任心|推动,1,1,记录,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,资深财富顾问,财富经理,财富管理与投资顾问,邯郸,3-8K,5.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,5,1,沟通|表达|亲和|拓展|人脉,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券财富顾问,财富经理,财富管理与投资顾问,邯郸,4-9K,6.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,承德,5-10K,7.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,4,1,沟通|客户关系|服务意识|抗压,1,1,定期,1,1,个性化,0,0,
600906.SH,财达证券股份有限公司,证券理财顾问,理财经理,财富管理与投资顾问,邯郸,3-6K,4.5,本科,3,1年以内,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券财富顾问,财富经理,财富管理与投资顾问,唐山,4-9K,6.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,经纪人,经纪人,客户营销与销售,邯郸,1-6K,3.5,高中,1,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券从业人员,证券从业人员,财富管理与投资顾问,邯郸,3-8K,5.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,3,1,沟通|客户关系|客户维护,0,0,,1,1,个性化,1,1,法规
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,衡水,5-10K,7.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,1,1,领导,1,1,定期,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券经纪人,证券经纪人,客户营销与销售,邯郸,1-6K,3.5,学历不限,1,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,财富顾问,财富经理,财富管理与投资顾问,廊坊,5-10K,7.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,财富顾问,财富经理,财富管理与投资顾问,唐山,10-11K,10.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,0,0,,1,1,日常,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券经纪人,证券经纪人,客户营销与销售,邯郸,500-6000元/月,3.25,大专,2,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,唐山,2-7K,4.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,1,1,培训,1,1,日常,0,0,,0,0,
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,唐山,3-8K,5.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券客户经理,客户经理,客户营销与销售,济南,10-15K,12.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,4,1,沟通|领导|客户关系|培训,1,1,记录,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券理财顾问,理财经理,财富管理与投资顾问,邯郸,5-10K,7.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,0,0,,1,1,日常,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券理财经理,证券理财经理,财富管理与投资顾问,秦皇岛,5-10K,7.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,3,1,表达|培训|拓展,0,0,,0,0,,1,1,标准
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,唐山,5-7K,6.0,本科,3,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,衡水,4-8K,6.0,大专,2,在校/应届,1.0,1,0,0,0,,0,0,,2,1,沟通|拓展,1,1,日常,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券财富顾问,财富经理,财富管理与投资顾问,邯郸,4-8K,6.0,本科,3,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,债券承做实习,债券承做实习,投资研究与投行,上海,110-120元/天,2.50125,本科,3,,2.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券理财经理,证券理财经理,财富管理与投资顾问,邯郸,5-10K,7.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,1,1,沟通,1,1,日常,0,0,,1,1,规定
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,邯郸,3-8K,5.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,3,1,表达|培训|拓展,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,廊坊,4-9K,6.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,1,1,拓展,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券投资顾问,投资顾问,财富管理与投资顾问,合肥,6-11K,8.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,0,0,,0,0,,2,1,研究|个性化,1,1,监管
600906.SH,财达证券股份有限公司,理财顾问团队长,理财顾问团队长,财富管理与投资顾问,唐山,7-12K,9.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,3,1,表达|带团队|拓展,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,沧州,5-10K,7.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,2,1,表达|拓展,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,证券经纪人,证券经纪人,客户营销与销售,邯郸,5-6K,5.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,3,1,沟通|拓展|人脉,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券财富顾问,财富经理,财富管理与投资顾问,保定,8-9K,8.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,1,1,客户维护,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,深圳,8-13K,10.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,5,1,沟通|表达|培训|拓展|服务意识,0,0,,0,0,,1,1,制度
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,邢台,2-7K,4.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,1,1,拓展,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,唐山,5-10K,7.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,1,1,研究,0,0,
600906.SH,财达证券股份有限公司,财富管理岗,财富管理,财富管理与投资顾问,上海,6-11K,8.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,2,1,客户关系|培训,1,1,定期,3,1,研究|调研|个性化,0,0,
600906.SH,财达证券股份有限公司,证券经纪人,证券经纪人,客户营销与销售,唐山,1-6K,3.5,学历不限,1,经验不限,1.0,1,0,0,0,,0,0,,4,1,沟通|协调|客户维护|亲和,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,财富顾问、经纪人,财富顾问、经纪人,财富管理与投资顾问,廊坊,5-10K,7.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,5,1,沟通|表达|协调|客户维护|拓展,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,唐山,5-6K,5.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,3,1,沟通|培训|服务意识,0,0,,0,0,,1,1,流程
600906.SH,财达证券股份有限公司,沭阳营业部理财顾问,沭阳营业部理财顾问,财富管理与投资顾问,宿迁,4-9K,6.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,2,1,表达|拓展,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,证券理财经理,证券理财经理,财富管理与投资顾问,廊坊,8-13K,10.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,1,1,客户维护,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,财富经理,财富经理,财富管理与投资顾问,邯郸,5-10K,7.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,4,1,培训|汇报|责任心|创新,3,1,整理|填写|记录,1,1,创新,0,0,
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,保定,3-6K,4.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,4,1,客户关系|决策|培训|拓展,1,1,定期,2,1,研究|个性化,0,0,
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,廊坊,3-8K,5.5,本科,3,在校/应届,1.0,1,0,0,0,,0,0,,3,1,表达|培训|拓展,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,天津,10-15K,12.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,5,1,沟通|客户关系|判断|服务意识|解决问题,1,1,定期,2,1,个性化|判断,1,1,规范
600906.SH,财达证券股份有限公司,证券理财顾问,理财经理,财富管理与投资顾问,邢台,4-8K,6.0,大专,2,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,制度
600906.SH,财达证券股份有限公司,证券理财顾问,理财经理,财富管理与投资顾问,成都,4-9K,6.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,4,1,沟通|表达|培训|拓展,0,0,,0,0,,3,1,制度|规定|权限
600906.SH,财达证券股份有限公司,财富管理经理,财富管理经理,财富管理与投资顾问,唐山,3-8K,5.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,1,1,推动,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,投顾总监,投顾总监,财富管理与投资顾问,合肥,5-10K·14薪,8.75,本科,3,3-5年,3.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,财富顾问,财富经理,财富管理与投资顾问,唐山,5-6K,5.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,0,0,,1,1,日常,0,0,,0,0,
600906.SH,财达证券股份有限公司,财富顾问总监、财富顾问、证券经纪人,财富顾问总监,财富管理与投资顾问,秦皇岛,2-7K,4.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,邯郸,4-9K,6.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
600906.SH,财达证券股份有限公司,证券,证券,其他运营支持,廊坊,10-15K,12.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,3,1,表达|培训|拓展,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,证券经纪人,证券经纪人,客户营销与销售,保定,7-8K,7.5,高中,1,1-3年,2.0,1,0,0,0,,0,0,,3,1,沟通|协调|客户维护,0,0,,0,0,,1,1,合规
600906.SH,财达证券股份有限公司,理财顾问,理财经理,财富管理与投资顾问,石家庄,8-13K,10.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,0,0,,0,0,,1,1,个性化,0,0,
